query_template,params,startup_cost,total_cost,plan_rows,plan_width,num_nodes,plan_depth,num_relations,n_seq_scan,n_index_scan,n_bitmap_scan,n_hash_join,n_merge_join,n_nested_loop,n_sort,n_aggregate,n_gather,n_materialize,workers_planned,sum_est_rows,max_est_rows,est_scan_rows,sum_est_width,cost_per_est_row,startup_cost_frac,n_joins,planning_time_ms,execution_time_ms,actual_root_rows,query_id
Q19,"{""b1"": ""Brand#41"", ""b2"": ""Brand#51"", ""b3"": ""Brand#25"", ""q1"": 5, ""q2"": 11, ""q3"": 21}",32357.04,32357.05,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,248,198,199,159,16178.525,0.9999687867470383,1,0.549,74.708,1.0,113
Q4,"{""date"": ""1994-11-01""}",71834.94,71880.99,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,95227,58822,24515,128,11980.165,0.9993454549602758,1,0.369,303.215,5.0,114
Q2,"{""size"": 15, ""type"": ""TIN"", ""region"": ""ASIA""}",55780.67,55780.67,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343243,160000,10434,1634,27890.335,0.9999820729641117,7,1.4,589.319,100.0,115
Q1,"{""delta"": 115}",230256.4,230258.66,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2440256,2440224,2440224,969,32894.09428571429,0.9999858420706431,0,0.167,2723.105,4.0,116
Q10,"{""date"": ""1994-11-01""}",195384.52,195384.57,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1095667,599455,686489,1716,9304.027142857143,0.9999946260105083,3,1.048,829.487,20.0,117
Q16,"{""brand"": ""Brand#44"", ""typeprefix"": ""MEDIUM POLISHED"", ""sizes"": ""3, 22, 28, 29, 30, 33, 40, 49""}",36111.86,36152.28,16167,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,336050,166667,179358,300,2.236039089559624,0.9988543224847096,1,0.428,728.783,18321.0,118
Q2,"{""size"": 17, ""type"": ""COPPER"", ""region"": ""AFRICA""}",56563.44,56563.44,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343289,160000,10448,1634,28281.72,0.9999823210483477,7,1.328,556.13,100.0,119
Q5,"{""region"": ""EUROPE"", ""date"": ""1996-01-01""}",86626.88,86626.94,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196871,76455,72546,588,3331.805384615385,0.9999877637630539,5,2.321,852.765,5.0,120
Q10,"{""date"": ""1994-05-01""}",194662.69,194662.74,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1078172,599455,685334,1716,9269.654285714285,0.9999946060832902,3,1.002,882.419,20.0,121
Q2,"{""size"": 7, ""type"": ""BRASS"", ""region"": ""MIDDLE EAST""}",57786.51,57786.52,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343359,160000,10468,1634,28893.26,0.999982522177799,7,1.425,575.822,100.0,122
Q9,"{""color"": ""wheat""}",77590.88,77623.21,217,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,379725,333333,340937,575,356.0697706422019,0.9995706236495031,5,2.988,3335.928,175.0,123
Q6,"{""date"": ""1997-01-01"", ""discount"": 0.08, ""quantity"": 24}",169033.0,169033.01,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,993002,942155,50843,108,84516.505,0.9999940248710895,0,0.118,500.441,1.0,124
Q11,"{""nation"": ""VIETNAM""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.636,198.071,979.0,125
Q21,"{""nation"": ""MOROCCO""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.636,3039.195,100.0,126
Q20,"{""color"": ""mint"", ""date"": ""1995-01-01"", ""nation"": ""MOROCCO""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.749,1633.413,151.0,127
Q1,"{""delta"": 61}",231658.78,231661.04,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2480324,2480292,2480292,969,33094.434285714284,0.9999859277765144,0,0.205,2792.534,4.0,128
Q4,"{""date"": ""1996-06-01""}",71419.24,71464.41,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,93338,57655,24029,128,11910.735,0.9993539531921807,1,0.366,302.731,5.0,129
Q13,"{""w1"": ""express"", ""w2"": ""requests""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.377,1055.807,41.0,130
Q17,"{""brand"": ""Brand#54"", ""container"": ""MED JAR""}",196000.12,196000.13,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003804,6001215,6001330,106,98000.065,0.9999948469684843,1,0.355,1797.0,1.0,131
Q12,"{""m1"": ""SHIP"", ""m2"": ""RAIL"", ""date"": ""1997-01-01""}",210317.99,210567.91,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,674522,624951,637336,185,26320.98875,0.9988083710933394,1,0.362,707.922,2.0,132
Q19,"{""b1"": ""Brand#45"", ""b2"": ""Brand#51"", ""b3"": ""Brand#12"", ""q1"": 1, ""q2"": 11, ""q3"": 20}",33251.24,33251.25,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,259,206,207,159,16625.625,0.999969626115526,1,0.456,72.22,1.0,133
Q7,"{""nation1"": ""VIETNAM"", ""nation2"": ""EGYPT""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.655,5470.2,4.0,134
Q17,"{""brand"": ""Brand#23"", ""container"": ""JUMBO DRUM""}",195998.06,195998.07,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003618,6001215,6001324,106,97999.035,0.9999948469143246,1,0.342,1733.053,1.0,135
Q10,"{""date"": ""1993-12-01""}",194503.04,194503.09,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1074196,599455,685071,1716,9262.051904761905,0.9999946016559343,3,1.019,825.515,20.0,136
Q15,"{""date"": ""1993-08-01""}",148888.86,149420.63,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,393836,232767,107034,434,2929.816274509804,0.9964344519598667,1,0.225,523.989,1.0,137
Q16,"{""brand"": ""Brand#13"", ""typeprefix"": ""STANDARD PLATED"", ""sizes"": ""2, 12, 15, 17, 18, 21, 25, 29""}",36069.14,36109.48,16139,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,335436,166667,179306,300,2.2372664188351923,0.9988551799920686,1,0.447,719.184,18219.0,138
Q3,"{""segment"": ""HOUSEHOLD"", ""date"": ""1995-03-15""}",205313.92,205313.94,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1638264,325112,317549,256,18664.903636363637,0.9999950320225114,2,0.729,648.557,10.0,139
Q7,"{""nation1"": ""RUSSIA"", ""nation2"": ""PERU""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.666,5443.105,4.0,140
Q9,"{""color"": ""saddle""}",72075.63,72104.38,193,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,374577,333333,340095,575,371.6720618556701,0.9995874094277015,5,2.998,3336.148,175.0,141
Q10,"{""date"": ""1994-04-01""}",195004.44,195004.49,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1086449,599455,685880,1716,9285.928095238094,0.9999946155362088,3,0.997,824.053,20.0,142
Q3,"{""segment"": ""FURNITURE"", ""date"": ""1995-03-03""}",200368.21,200368.23,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1597720,316167,313848,256,18215.293636363636,0.9999949093980147,2,0.691,644.614,10.0,143
Q13,"{""w1"": ""express"", ""w2"": ""accounts""}",144054.1,144054.6,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2160050,612325,674825,104,716.689552238806,0.9999895873537717,1,0.411,1056.039,42.0,144
Q5,"{""region"": ""MIDDLE EAST"", ""date"": ""1994-01-01""}",86447.59,86447.65,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195834,75676,72546,588,3324.9096153846153,0.9999877383857354,5,2.351,818.851,5.0,145
Q16,"{""brand"": ""Brand#53"", ""typeprefix"": ""STANDARD ANODIZED"", ""sizes"": ""2, 8, 10, 13, 19, 23, 29, 36""}",35922.04,35962.14,16040,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,333320,166667,179128,300,2.2418889096689734,0.9988571631954274,1,0.449,716.892,18180.0,146
Q17,"{""brand"": ""Brand#25"", ""container"": ""SM DRUM""}",195998.47,195998.48,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003655,6001215,6001325,106,97999.24,0.999994846925104,1,0.333,1828.825,1.0,147
Q15,"{""date"": ""1994-12-01""}",148941.23,149473.0,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,379536,222673,102828,434,2930.843137254902,0.9964357011921806,1,0.239,417.724,1.0,148
Q5,"{""region"": ""ASIA"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.494,826.416,5.0,149
Q20,"{""color"": ""blush"", ""date"": ""1995-01-01"", ""nation"": ""SAUDI ARABIA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.703,1617.542,178.0,150
Q8,"{""nation"": ""INDONESIA"", ""region"": ""ASIA"", ""type"": ""STANDARD POLISHED BRASS""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.435,329.032,2.0,151
Q8,"{""nation"": ""ROMANIA"", ""region"": ""EUROPE"", ""type"": ""LARGE BRUSHED TIN""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.355,334.303,2.0,152
Q2,"{""size"": 48, ""type"": ""COPPER"", ""region"": ""MIDDLE EAST""}",55022.36,55022.36,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343199,160000,10421,1634,27511.18,0.9999818259008537,7,1.395,582.396,100.0,153
Q18,"{""q"": 312}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.177,4867.188,10.0,154
Q10,"{""date"": ""1994-01-01""}",194232.24,194232.29,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1067672,599455,684640,1716,9249.156666666668,0.9999945941295644,3,1.011,863.41,20.0,155
Q18,"{""q"": 314}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.066,4838.321,9.0,156
Q17,"{""brand"": ""Brand#11"", ""container"": ""MED JAR""}",195997.37,195997.38,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003556,6001215,6001322,106,97998.69,0.9999948468961835,1,0.344,1768.347,1.0,157
Q12,"{""m1"": ""AIR"", ""m2"": ""SHIP"", ""date"": ""1993-01-01""}",210260.88,210498.35,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,672030,624951,636713,185,26312.29375,0.9988671223925395,1,0.378,696.161,2.0,158
Q4,"{""date"": ""1993-03-01""}",70942.49,70986.65,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,91197,56333,23478,128,11831.108333333332,0.9993638330047552,1,0.288,295.012,5.0,159
Q1,"{""delta"": 105}",230614.0,230616.25,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2450473,2450441,2450441,969,32945.17857142857,0.9999859073855056,0,0.16,2752.381,4.0,160
Q13,"{""w1"": ""pending"", ""w2"": ""deposits""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.38,1021.828,42.0,161
Q20,"{""color"": ""cornsilk"", ""date"": ""1997-01-01"", ""nation"": ""MOROCCO""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.743,1572.925,164.0,162
Q13,"{""w1"": ""express"", ""w2"": ""packages""}",144475.09,144475.59,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2172676,618638,681138,104,718.7840298507463,0.9999896176951574,1,0.387,1061.057,42.0,163
Q18,"{""q"": 315}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.021,4814.632,9.0,164
Q13,"{""w1"": ""special"", ""w2"": ""deposits""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.373,1058.794,42.0,165
Q19,"{""b1"": ""Brand#34"", ""b2"": ""Brand#31"", ""b3"": ""Brand#23"", ""q1"": 2, ""q2"": 18, ""q3"": 29}",32351.45,32351.46,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,248,198,199,159,16175.73,0.9999687813538755,1,0.576,72.173,1.0,166
Q2,"{""size"": 41, ""type"": ""BRASS"", ""region"": ""AMERICA""}",57713.13,57713.13,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343355,160000,10467,1634,28856.565,0.9999826732205788,7,1.398,690.18,100.0,167
Q4,"{""date"": ""1996-10-01""}",71797.86,71843.83,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,95059,58719,24472,128,11973.971666666666,0.9993462299235728,1,0.385,328.375,5.0,168
Q3,"{""segment"": ""BUILDING"", ""date"": ""1995-03-09""}",202486.16,202486.19,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1615152,319948,315671,256,18407.835454545453,0.9999949132584635,2,0.69,651.206,10.0,169
Q21,"{""nation"": ""VIETNAM""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.356,3212.468,100.0,170
Q10,"{""date"": ""1993-11-01""}",195163.8,195163.85,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1090240,599455,686131,1716,9293.516666666666,0.9999946199328413,3,1.055,834.259,20.0,171
Q6,"{""date"": ""1993-01-01"", ""discount"": 0.02, ""quantity"": 24}",168139.28,168139.29,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,935155,888598,46553,108,84069.645,0.9999939931113476,0,0.117,517.891,1.0,172
Q14,"{""date"": ""1997-04-01""}",113536.65,113536.67,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,299257,83333,113489,259,56768.335,0.9999910161975316,1,0.336,207.518,1.0,173
Q21,"{""nation"": ""SAUDI ARABIA""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.387,3352.348,100.0,174
Q15,"{""date"": ""1994-03-01""}",149095.58,149627.35,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,376734,220695,102004,434,2933.869607843137,0.9964393779654723,1,0.24,429.886,1.0,175
Q4,"{""date"": ""1995-02-01""}",70387.22,70430.21,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,88682,54778,22830,128,11738.368333333334,0.9993754189371444,1,0.366,315.037,5.0,176
Q5,"{""region"": ""ASIA"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.315,835.957,5.0,177
Q1,"{""delta"": 69}",231566.03,231568.29,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2477674,2477642,2477642,969,33081.184285714284,0.9999859221401939,0,0.207,2787.176,4.0,178
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.05, ""quantity"": 25}",169011.54,169011.55,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,992599,940583,52012,108,84505.775,0.9999940241124107,0,0.129,519.915,1.0,179
Q15,"{""date"": ""1997-04-01""}",148781.13,149312.9,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,386181,227363,104783,434,2927.7039215686273,0.996431879416451,1,0.229,417.891,1.0,180
Q10,"{""date"": ""1995-01-01""}",194990.83,194990.88,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1086157,599455,685861,1716,9285.28,0.999994615160385,3,1.021,791.78,20.0,181
Q7,"{""nation1"": ""PERU"", ""nation2"": ""ALGERIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.68,5680.399,4.0,182
Q16,"{""brand"": ""Brand#54"", ""typeprefix"": ""PROMO BURNISHED"", ""sizes"": ""9, 13, 21, 24, 25, 35, 45, 49""}",35786.62,35826.49,15948,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331372,166667,178965,300,2.24631575647376,0.9988592558395804,1,0.451,714.527,18274.0,183
Q20,"{""color"": ""gainsboro"", ""date"": ""1996-01-01"", ""nation"": ""UNITED KINGDOM""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.678,1630.941,167.0,184
Q4,"{""date"": ""1995-11-01""}",71060.85,71105.26,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,91714,56651,23611,128,11850.876666666665,0.9993613783090267,1,0.375,297.434,5.0,185
Q10,"{""date"": ""1993-08-01""}",195890.31,195890.36,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1107980,599455,687302,1716,9328.11238095238,0.9999946398861084,3,1.022,823.024,20.0,186
Q3,"{""segment"": ""HOUSEHOLD"", ""date"": ""1995-03-05""}",204687.36,204687.39,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1632569,324510,314733,256,18607.944545454546,0.9999949679608109,2,0.692,648.292,10.0,187
Q22,"{""codes"": ""'12', '13', '16', '18', '23', '30', '33'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.401,112.222,7.0,188
Q12,"{""m1"": ""SHIP"", ""m2"": ""REG AIR"", ""date"": ""1994-01-01""}",210241.67,210474.94,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671190,624951,636503,185,26309.3675,0.9988869511641093,1,0.349,676.846,2.0,189
Q3,"{""segment"": ""MACHINERY"", ""date"": ""1995-03-14""}",205005.64,205005.66,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1635722,324571,317248,256,18636.87818181818,0.9999950245518854,2,0.56,657.337,10.0,190
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-02""}",200635.13,200635.15,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1599775,316746,313592,256,18239.55909090909,0.999994916170391,2,0.683,650.479,10.0,191
Q9,"{""color"": ""metallic""}",61040.27,61061.86,145,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,364278,333333,338411,575,418.2319178082192,0.9996300533581296,5,2.969,3296.787,175.0,192
Q10,"{""date"": ""1994-10-01""}",195077.44,195077.49,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1088194,599455,685995,1716,9289.404285714285,0.9999946175511202,3,1.089,897.311,20.0,193
Q21,"{""nation"": ""IRAQ""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.348,3610.086,100.0,194
Q20,"{""color"": ""olive"", ""date"": ""1996-01-01"", ""nation"": ""GERMANY""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.743,1639.393,170.0,195
Q11,"{""nation"": ""UNITED STATES""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.635,195.277,1031.0,196
Q13,"{""w1"": ""pending"", ""w2"": ""packages""}",144054.1,144054.6,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2160050,612325,674825,104,716.689552238806,0.9999895873537717,1,0.372,1012.385,42.0,197
Q15,"{""date"": ""1993-11-01""}",149553.88,150085.66,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,368054,214568,99451,434,2942.8560784313727,0.9964501841802595,1,0.23,421.132,1.0,198
Q7,"{""nation1"": ""CANADA"", ""nation2"": ""INDIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.674,5449.104,4.0,199
Q6,"{""date"": ""1995-01-01"", ""discount"": 0.06, ""quantity"": 25}",168279.76,168279.77,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,946003,895855,50144,108,84139.885,0.9999939981258703,0,0.12,522.332,1.0,200
Q8,"{""nation"": ""INDIA"", ""region"": ""ASIA"", ""type"": ""SMALL BRUSHED BRASS""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.448,345.54,2.0,201
Q3,"{""segment"": ""MACHINERY"", ""date"": ""1995-03-29""}",205775.81,205775.83,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1641795,324926,321167,256,18706.893636363635,0.999995043173714,2,0.654,654.626,10.0,202
Q7,"{""nation1"": ""INDONESIA"", ""nation2"": ""UNITED KINGDOM""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.662,5262.931,4.0,203
Q6,"{""date"": ""1995-01-01"", ""discount"": 0.08, ""quantity"": 25}",168281.18,168281.19,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,946257,895855,50398,108,84140.595,0.9999939981765152,0,0.121,501.411,1.0,204
Q5,"{""region"": ""AFRICA"", ""date"": ""1995-01-01""}",86450.85,86450.91,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195866,75699,72546,588,3325.0350000000003,0.9999877388481064,5,2.312,831.745,5.0,205
Q17,"{""brand"": ""Brand#22"", ""container"": ""SM BOX""}",196000.26,196000.27,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003816,6001215,6001330,106,98000.135,0.9999948469721651,1,0.335,1810.231,1.0,206
Q21,"{""nation"": ""EGYPT""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.368,3344.472,100.0,207
Q20,"{""color"": ""light"", ""date"": ""1993-01-01"", ""nation"": ""BRAZIL""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.743,1593.922,170.0,208
Q3,"{""segment"": ""BUILDING"", ""date"": ""1995-03-01""}",201984.66,201984.69,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1610566,319457,313418,256,18362.244545454545,0.9999949006288514,2,0.71,648.924,10.0,209
Q18,"{""q"": 314}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.06,4798.171,9.0,210
Q5,"{""region"": ""MIDDLE EAST"", ""date"": ""1995-01-01""}",86450.85,86450.91,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195866,75699,72546,588,3325.0350000000003,0.9999877388481064,5,2.297,823.043,5.0,211
Q13,"{""w1"": ""pending"", ""w2"": ""requests""}",143633.17,143633.67,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2147426,606013,668513,104,714.5953731343284,0.9999895568388886,1,0.357,1046.438,41.0,212
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-22""}",201812.97,201812.99,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1610323,317759,319156,256,18346.635454545452,0.9999949458409697,2,0.629,650.387,10.0,213
Q9,"{""color"": ""light""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,3.195,3346.459,175.0,214
Q2,"{""size"": 39, ""type"": ""BRASS"", ""region"": ""EUROPE""}",57297.28,57297.29,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343331,160000,10460,1634,28648.645,0.9999823729469064,7,1.393,601.851,100.0,215
Q14,"{""date"": ""1996-09-01""}",117578.54,117578.55,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,314995,83333,117068,259,58789.275,0.9999914100708839,1,0.35,209.115,1.0,216
Q5,"{""region"": ""AMERICA"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.739,832.124,5.0,217
Q20,"{""color"": ""cornsilk"", ""date"": ""1993-01-01"", ""nation"": ""IRAN""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.714,1580.171,181.0,218
Q22,"{""codes"": ""'14', '15', '20', '22', '24', '26', '28'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.41,114.035,7.0,219
Q17,"{""brand"": ""Brand#41"", ""container"": ""SM JAR""}",195999.71,195999.72,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003767,6001215,6001329,106,97999.86,0.999994846957705,1,0.331,1776.186,1.0,220
Q14,"{""date"": ""1996-12-01""}",117669.58,117669.59,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,315394,83333,117159,259,58834.795,0.9999914167167855,1,0.262,212.747,1.0,221
Q12,"{""m1"": ""MAIL"", ""m2"": ""AIR"", ""date"": ""1993-01-01""}",210257.21,210493.88,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671870,624951,636673,185,26311.735,0.998870898902624,1,0.381,711.148,2.0,222
Q11,"{""nation"": ""CHINA""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.634,200.012,869.0,223
Q20,"{""color"": ""green"", ""date"": ""1995-01-01"", ""nation"": ""IRAN""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.666,1602.709,178.0,224
Q8,"{""nation"": ""MOROCCO"", ""region"": ""AFRICA"", ""type"": ""SMALL ANODIZED COPPER""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.723,348.041,2.0,225
